mof,mof-0-0.1,mof-0-0.2,mof-0-0.3,mof-1-0.1,mof-1-0.2,mof-1-0.3,mof-2-0.1,mof-2-0.2,mof-2-0.3
OPAGIX,181.45718,182.11115,183.41287,0.56568027,2.28445,5.2168393,304.85736,277.44452,231.11055
